id,item_id,response,score,timeTaken,session_id,theta,sem,trait,skipped,createdTime,updateTime,ability
1647,23,,4,2,i964,0,1,play_engrossment,0,"2024-09-28 23:30:19","2024-09-28 23:30:19",
1648,18,,4,2,i964,0,1,narratives,0,"2024-09-28 23:30:19","2024-09-28 23:30:19",
1649,22,,4,2,i964,0,1,play_engrossment,0,"2024-09-28 23:30:19","2024-09-28 23:30:19",
1650,49,6,6,23,i965,0,1,visual_aesthetics,0,"2024-09-29 15:57:17","2024-09-29 15:57:17",
1651,38,,4,44,i969,0,1,audio_aesthetics,0,"2024-09-29 16:03:06","2024-09-29 16:03:06",
1652,4,,4,44,i969,0,1,usability,0,"2024-09-29 16:03:06","2024-09-29 16:03:06",
1653,35,,4,44,i969,0,1,creative_freedom,0,"2024-09-29 16:03:06","2024-09-29 16:03:06",
1654,26,,4,44,i969,0,1,enjoyment,0,"2024-09-29 16:03:06","2024-09-29 16:03:06",
1655,43,,4,44,i969,0,1,personal_gratification,0,"2024-09-29 16:03:06","2024-09-29 16:03:06",
1656,46,,4,2,i969,0,1,personal_gratification,0,"2024-09-29 16:03:08","2024-09-29 16:03:08",
1657,28,,4,2,i969,0,1,enjoyment,0,"2024-09-29 16:03:08","2024-09-29 16:03:08",
1658,10,,4,2,i969,0,1,usability,0,"2024-09-29 16:03:08","2024-09-29 16:03:08",
1659,32,,4,2,i969,0,1,creative_freedom,0,"2024-09-29 16:03:08","2024-09-29 16:03:08",
1660,13,,4,2,i969,0,1,narratives,0,"2024-09-29 16:03:08","2024-09-29 16:03:08",
1661,31,,4,1,i969,0,1,creative_freedom,0,"2024-09-29 16:03:09","2024-09-29 16:03:09",
1662,27,,4,1,i969,0,1,enjoyment,0,"2024-09-29 16:03:09","2024-09-29 16:03:09",
1663,1,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:09","2024-09-29 16:03:09",
1664,9,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:09","2024-09-29 16:03:09",
1665,24,,4,1,i969,0,1,play_engrossment,0,"2024-09-29 16:03:09","2024-09-29 16:03:09",
1666,2,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:11","2024-09-29 16:03:11",
1667,21,,4,1,i969,0,1,play_engrossment,0,"2024-09-29 16:03:11","2024-09-29 16:03:11",
1668,19,,4,1,i969,0,1,play_engrossment,0,"2024-09-29 16:03:11","2024-09-29 16:03:11",
1669,11,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:11","2024-09-29 16:03:11",
1670,34,,4,1,i969,0,1,creative_freedom,0,"2024-09-29 16:03:11","2024-09-29 16:03:11",
1671,39,,4,1,i969,0,1,audio_aesthetics,0,"2024-09-29 16:03:12","2024-09-29 16:03:12",
1672,30,,4,1,i969,0,1,enjoyment,0,"2024-09-29 16:03:12","2024-09-29 16:03:12",
1673,25,,4,1,i969,0,1,play_engrossment,0,"2024-09-29 16:03:12","2024-09-29 16:03:12",
1674,22,,4,1,i969,0,1,play_engrossment,0,"2024-09-29 16:03:12","2024-09-29 16:03:12",
1675,48,,4,1,i969,0,1,visual_aesthetics,0,"2024-09-29 16:03:12","2024-09-29 16:03:12",
1676,7,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:14","2024-09-29 16:03:14",
1677,44,,4,1,i969,0,1,personal_gratification,0,"2024-09-29 16:03:14","2024-09-29 16:03:14",
1678,45,,4,1,i969,0,1,personal_gratification,0,"2024-09-29 16:03:14","2024-09-29 16:03:14",
1679,49,,4,1,i969,0,1,visual_aesthetics,0,"2024-09-29 16:03:14","2024-09-29 16:03:14",
1680,5,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:14","2024-09-29 16:03:14",
1681,40,,4,2,i969,0,1,audio_aesthetics,0,"2024-09-29 16:03:16","2024-09-29 16:03:16",
1682,33,,4,2,i969,0,1,creative_freedom,0,"2024-09-29 16:03:16","2024-09-29 16:03:16",
1683,29,,4,2,i969,0,1,enjoyment,0,"2024-09-29 16:03:16","2024-09-29 16:03:16",
1684,20,,4,2,i969,0,1,play_engrossment,0,"2024-09-29 16:03:16","2024-09-29 16:03:16",
1685,47,,4,2,i969,0,1,visual_aesthetics,0,"2024-09-29 16:03:16","2024-09-29 16:03:16",
1686,36,,4,1,i969,0,1,creative_freedom,0,"2024-09-29 16:03:18","2024-09-29 16:03:18",
1687,15,,4,1,i969,0,1,narratives,0,"2024-09-29 16:03:18","2024-09-29 16:03:18",
1688,41,,4,1,i969,0,1,personal_gratification,0,"2024-09-29 16:03:18","2024-09-29 16:03:18",
1689,17,,4,1,i969,0,1,narratives,0,"2024-09-29 16:03:18","2024-09-29 16:03:18",
1690,6,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:18","2024-09-29 16:03:18",
1691,37,,4,1,i969,0,1,audio_aesthetics,0,"2024-09-29 16:03:19","2024-09-29 16:03:19",
1692,3,,4,1,i969,0,1,usability,0,"2024-09-29 16:03:19","2024-09-29 16:03:19",
1693,14,,4,1,i969,0,1,narratives,0,"2024-09-29 16:03:19","2024-09-29 16:03:19",
1694,16,,4,1,i969,0,1,narratives,0,"2024-09-29 16:03:19","2024-09-29 16:03:19",
1695,12,,4,1,i969,0,1,narratives,0,"2024-09-29 16:03:19","2024-09-29 16:03:19",
1696,23,,4,2,i969,0,1,play_engrossment,0,"2024-09-29 16:03:21","2024-09-29 16:03:21",
1697,8,,4,2,i969,0,1,usability,0,"2024-09-29 16:03:21","2024-09-29 16:03:21",
1698,42,,4,2,i969,0,1,personal_gratification,0,"2024-09-29 16:03:21","2024-09-29 16:03:21",
1699,18,,4,2,i969,0,1,narratives,0,"2024-09-29 16:03:21","2024-09-29 16:03:21",
1700,11,,4,4,i1015,0,1,usability,0,"2024-10-06 21:37:04","2024-10-06 21:37:04",
1701,28,,4,4,i1015,0,1,enjoyment,0,"2024-10-06 21:37:04","2024-10-06 21:37:04",
1702,18,,4,4,i1015,0,1,narratives,0,"2024-10-06 21:37:04","2024-10-06 21:37:04",
1703,22,,4,4,i1015,0,1,play_engrossment,0,"2024-10-06 21:37:04","2024-10-06 21:37:04",
1704,10,,4,4,i1015,0,1,usability,0,"2024-10-06 21:37:04","2024-10-06 21:37:04",
1705,1,,4,0,i1015,0,1,usability,0,"2024-10-06 21:37:06","2024-10-06 21:37:06",
1706,14,,4,0,i1015,0,1,narratives,0,"2024-10-06 21:37:06","2024-10-06 21:37:06",
1707,4,,4,0,i1015,0,1,usability,0,"2024-10-06 21:37:06","2024-10-06 21:37:06",
1708,36,,4,0,i1015,0,1,creative_freedom,0,"2024-10-06 21:37:06","2024-10-06 21:37:06",
1709,49,,4,0,i1015,0,1,visual_aesthetics,0,"2024-10-06 21:37:06","2024-10-06 21:37:06",
1710,6,,4,1,i1015,0,1,usability,0,"2024-10-06 21:37:07","2024-10-06 21:37:07",
1711,9,,4,1,i1015,0,1,usability,0,"2024-10-06 21:37:07","2024-10-06 21:37:07",
1712,13,,4,1,i1015,0,1,narratives,0,"2024-10-06 21:37:07","2024-10-06 21:37:07",
1713,17,,4,1,i1015,0,1,narratives,0,"2024-10-06 21:37:07","2024-10-06 21:37:07",
1714,41,,4,1,i1015,0,1,personal_gratification,0,"2024-10-06 21:37:07","2024-10-06 21:37:07",
1715,35,,4,1,i1015,0,1,creative_freedom,0,"2024-10-06 21:37:08","2024-10-06 21:37:08",
1716,48,,4,1,i1015,0,1,visual_aesthetics,0,"2024-10-06 21:37:08","2024-10-06 21:37:08",
1717,19,,4,1,i1015,0,1,play_engrossment,0,"2024-10-06 21:37:08","2024-10-06 21:37:08",
1718,34,,4,1,i1015,0,1,creative_freedom,0,"2024-10-06 21:37:08","2024-10-06 21:37:08",
1719,32,,4,1,i1015,0,1,creative_freedom,0,"2024-10-06 21:37:08","2024-10-06 21:37:08",
1720,8,,4,1,i1015,0,1,usability,0,"2024-10-06 21:37:09","2024-10-06 21:37:09",
1721,33,,4,1,i1015,0,1,creative_freedom,0,"2024-10-06 21:37:09","2024-10-06 21:37:09",
1722,12,,4,1,i1015,0,1,narratives,0,"2024-10-06 21:37:09","2024-10-06 21:37:09",
1723,39,,4,1,i1015,0,1,audio_aesthetics,0,"2024-10-06 21:37:09","2024-10-06 21:37:09",
1724,2,,4,1,i1015,0,1,usability,0,"2024-10-06 21:37:09","2024-10-06 21:37:09",
1725,38,,4,1,i1015,0,1,audio_aesthetics,0,"2024-10-06 21:37:10","2024-10-06 21:37:10",
1726,30,,4,1,i1015,0,1,enjoyment,0,"2024-10-06 21:37:10","2024-10-06 21:37:10",
1727,5,,4,1,i1015,0,1,usability,0,"2024-10-06 21:37:10","2024-10-06 21:37:10",
1728,24,,4,1,i1015,0,1,play_engrossment,0,"2024-10-06 21:37:10","2024-10-06 21:37:10",
1729,21,,4,1,i1015,0,1,play_engrossment,0,"2024-10-06 21:37:10","2024-10-06 21:37:10",
1730,46,,4,1,i1015,0,1,personal_gratification,0,"2024-10-06 21:37:11","2024-10-06 21:37:11",
1731,42,,4,1,i1015,0,1,personal_gratification,0,"2024-10-06 21:37:11","2024-10-06 21:37:11",
1732,23,,4,1,i1015,0,1,play_engrossment,0,"2024-10-06 21:37:11","2024-10-06 21:37:11",
1733,27,,4,1,i1015,0,1,enjoyment,0,"2024-10-06 21:37:11","2024-10-06 21:37:11",
1734,7,,4,1,i1015,0,1,usability,0,"2024-10-06 21:37:11","2024-10-06 21:37:11",
1735,20,,4,1,i1015,0,1,play_engrossment,0,"2024-10-06 21:37:12","2024-10-06 21:37:12",
1736,40,,4,1,i1015,0,1,audio_aesthetics,0,"2024-10-06 21:37:12","2024-10-06 21:37:12",
1737,16,,4,1,i1015,0,1,narratives,0,"2024-10-06 21:37:12","2024-10-06 21:37:12",
1738,31,,4,1,i1015,0,1,creative_freedom,0,"2024-10-06 21:37:12","2024-10-06 21:37:12",
1739,37,,4,1,i1015,0,1,audio_aesthetics,0,"2024-10-06 21:37:12","2024-10-06 21:37:12",
1740,25,,4,1,i1015,0,1,play_engrossment,0,"2024-10-06 21:37:13","2024-10-06 21:37:13",
1741,29,,4,1,i1015,0,1,enjoyment,0,"2024-10-06 21:37:13","2024-10-06 21:37:13",
1742,47,,4,1,i1015,0,1,visual_aesthetics,0,"2024-10-06 21:37:13","2024-10-06 21:37:13",
1743,45,,4,1,i1015,0,1,personal_gratification,0,"2024-10-06 21:37:13","2024-10-06 21:37:13",
1744,43,,4,1,i1015,0,1,personal_gratification,0,"2024-10-06 21:37:13","2024-10-06 21:37:13",
1745,3,,4,1,i1015,0,1,usability,0,"2024-10-06 21:37:15","2024-10-06 21:37:15",
1746,26,,4,1,i1015,0,1,enjoyment,0,"2024-10-06 21:37:15","2024-10-06 21:37:15",
1747,44,,4,1,i1015,0,1,personal_gratification,0,"2024-10-06 21:37:15","2024-10-06 21:37:15",
1748,15,,4,1,i1015,0,1,narratives,0,"2024-10-06 21:37:15","2024-10-06 21:37:15",
1749,18,,4,3,i1024,0,1,narratives,0,"2024-10-11 16:26:51","2024-10-11 16:26:51",
1750,27,,4,3,i1024,0,1,enjoyment,0,"2024-10-11 16:26:51","2024-10-11 16:26:51",
1751,44,,4,3,i1024,0,1,personal_gratification,0,"2024-10-11 16:26:51","2024-10-11 16:26:51",
1752,35,,4,3,i1024,0,1,creative_freedom,0,"2024-10-11 16:26:51","2024-10-11 16:26:51",
1753,37,,4,3,i1024,0,1,audio_aesthetics,0,"2024-10-11 16:26:51","2024-10-11 16:26:51",
1754,46,,4,0,i1024,0,1,personal_gratification,0,"2024-10-11 16:26:52","2024-10-11 16:26:52",
1755,19,,4,0,i1024,0,1,play_engrossment,0,"2024-10-11 16:26:52","2024-10-11 16:26:52",
1756,30,,4,0,i1024,0,1,enjoyment,0,"2024-10-11 16:26:52","2024-10-11 16:26:52",
1757,33,,4,0,i1024,0,1,creative_freedom,0,"2024-10-11 16:26:52","2024-10-11 16:26:52",
1758,10,,4,0,i1024,0,1,usability,0,"2024-10-11 16:26:52","2024-10-11 16:26:52",
1759,24,,4,0,i1024,0,1,play_engrossment,0,"2024-10-11 16:26:53","2024-10-11 16:26:53",
1760,14,,4,0,i1024,0,1,narratives,0,"2024-10-11 16:26:53","2024-10-11 16:26:53",
1761,45,,4,0,i1024,0,1,personal_gratification,0,"2024-10-11 16:26:53","2024-10-11 16:26:53",
1762,2,,4,0,i1024,0,1,usability,0,"2024-10-11 16:26:53","2024-10-11 16:26:53",
1763,16,,4,0,i1024,0,1,narratives,0,"2024-10-11 16:26:53","2024-10-11 16:26:53",
1764,20,,4,0,i1024,0,1,play_engrossment,0,"2024-10-11 16:26:54","2024-10-11 16:26:54",
1765,31,,4,0,i1024,0,1,creative_freedom,0,"2024-10-11 16:26:54","2024-10-11 16:26:54",
1766,8,,4,0,i1024,0,1,usability,0,"2024-10-11 16:26:54","2024-10-11 16:26:54",
1767,13,,4,0,i1024,0,1,narratives,0,"2024-10-11 16:26:54","2024-10-11 16:26:54",
1768,7,,4,0,i1024,0,1,usability,0,"2024-10-11 16:26:54","2024-10-11 16:26:54",
1769,21,,4,1,i1024,0,1,play_engrossment,0,"2024-10-11 16:26:55","2024-10-11 16:26:55",
1770,42,,4,1,i1024,0,1,personal_gratification,0,"2024-10-11 16:26:55","2024-10-11 16:26:55",
1771,4,,4,1,i1024,0,1,usability,0,"2024-10-11 16:26:55","2024-10-11 16:26:55",
1772,17,,4,1,i1024,0,1,narratives,0,"2024-10-11 16:26:55","2024-10-11 16:26:55",
1773,36,,4,1,i1024,0,1,creative_freedom,0,"2024-10-11 16:26:55","2024-10-11 16:26:55",
1774,49,,4,1,i1024,0,1,visual_aesthetics,0,"2024-10-11 16:26:56","2024-10-11 16:26:56",
1775,23,,4,1,i1024,0,1,play_engrossment,0,"2024-10-11 16:26:56","2024-10-11 16:26:56",
1776,6,,4,1,i1024,0,1,usability,0,"2024-10-11 16:26:56","2024-10-11 16:26:56",
1777,1,,4,1,i1024,0,1,usability,0,"2024-10-11 16:26:56","2024-10-11 16:26:56",
1778,41,,4,1,i1024,0,1,personal_gratification,0,"2024-10-11 16:26:56","2024-10-11 16:26:56",
1779,29,,4,1,i1024,0,1,enjoyment,0,"2024-10-11 16:26:57","2024-10-11 16:26:57",
1780,26,,4,1,i1024,0,1,enjoyment,0,"2024-10-11 16:26:57","2024-10-11 16:26:57",
1781,5,,4,1,i1024,0,1,usability,0,"2024-10-11 16:26:57","2024-10-11 16:26:57",
1782,22,,4,1,i1024,0,1,play_engrossment,0,"2024-10-11 16:26:57","2024-10-11 16:26:57",
1783,32,,4,1,i1024,0,1,creative_freedom,0,"2024-10-11 16:26:57","2024-10-11 16:26:57",
1784,34,,4,1,i1024,0,1,creative_freedom,0,"2024-10-11 16:26:58","2024-10-11 16:26:58",
1785,40,,4,1,i1024,0,1,audio_aesthetics,0,"2024-10-11 16:26:58","2024-10-11 16:26:58",
1786,43,,4,1,i1024,0,1,personal_gratification,0,"2024-10-11 16:26:58","2024-10-11 16:26:58",
1787,11,,4,1,i1024,0,1,usability,0,"2024-10-11 16:26:58","2024-10-11 16:26:58",
1788,3,,4,1,i1024,0,1,usability,0,"2024-10-11 16:26:58","2024-10-11 16:26:58",
1789,38,,4,1,i1024,0,1,audio_aesthetics,0,"2024-10-11 16:26:59","2024-10-11 16:26:59",
1790,12,,4,1,i1024,0,1,narratives,0,"2024-10-11 16:26:59","2024-10-11 16:26:59",
1791,48,,4,1,i1024,0,1,visual_aesthetics,0,"2024-10-11 16:26:59","2024-10-11 16:26:59",
1792,47,,4,1,i1024,0,1,visual_aesthetics,0,"2024-10-11 16:26:59","2024-10-11 16:26:59",
1793,15,,4,1,i1024,0,1,narratives,0,"2024-10-11 16:26:59","2024-10-11 16:26:59",
1794,28,,4,2,i1024,0,1,enjoyment,0,"2024-10-11 16:27:01","2024-10-11 16:27:01",
1795,39,,4,2,i1024,0,1,audio_aesthetics,0,"2024-10-11 16:27:01","2024-10-11 16:27:01",
1796,9,,4,2,i1024,0,1,usability,0,"2024-10-11 16:27:01","2024-10-11 16:27:01",
1797,25,,4,2,i1024,0,1,play_engrossment,0,"2024-10-11 16:27:01","2024-10-11 16:27:01",
1798,15,4,4,35,i1027,0,1,narratives,0,"2024-10-11 18:02:58","2024-10-11 18:02:58",
1799,23,2,2,35,i1027,0,1,play_engrossment,0,"2024-10-11 18:02:58","2024-10-11 18:02:58",
1800,6,4,4,35,i1027,0,1,usability,0,"2024-10-11 18:02:58","2024-10-11 18:02:58",
1801,17,5,5,35,i1027,0,1,narratives,0,"2024-10-11 18:02:58","2024-10-11 18:02:58",
1802,2,5,5,35,i1027,0,1,usability,0,"2024-10-11 18:02:58","2024-10-11 18:02:58",
1803,35,4,4,23,i1027,0,1,creative_freedom,0,"2024-10-11 18:03:21","2024-10-11 18:03:21",
1804,46,3,3,23,i1027,0,1,personal_gratification,0,"2024-10-11 18:03:21","2024-10-11 18:03:21",
1805,49,6,6,23,i1027,0,1,visual_aesthetics,0,"2024-10-11 18:03:21","2024-10-11 18:03:21",
1806,18,5,5,23,i1027,0,1,narratives,0,"2024-10-11 18:03:21","2024-10-11 18:03:21",
1807,28,4,4,23,i1027,0,1,enjoyment,0,"2024-10-11 18:03:21","2024-10-11 18:03:21",
1808,27,4,4,43,i1027,0,1,enjoyment,0,"2024-10-11 18:04:05","2024-10-11 18:04:05",
1809,14,5,5,43,i1027,0,1,narratives,0,"2024-10-11 18:04:05","2024-10-11 18:04:05",
1810,7,4,4,43,i1027,0,1,usability,0,"2024-10-11 18:04:05","2024-10-11 18:04:05",
1811,25,1,1,43,i1027,0,1,play_engrossment,0,"2024-10-11 18:04:05","2024-10-11 18:04:05",
1812,40,6,6,43,i1027,0,1,audio_aesthetics,0,"2024-10-11 18:04:05","2024-10-11 18:04:05",
1813,4,6,6,43,i1027,0,1,usability,0,"2024-10-11 18:04:49","2024-10-11 18:04:49",
1814,31,5,5,43,i1027,0,1,creative_freedom,0,"2024-10-11 18:04:49","2024-10-11 18:04:49",
1815,22,6,6,43,i1027,0,1,play_engrossment,0,"2024-10-11 18:04:49","2024-10-11 18:04:49",
1816,9,5,5,43,i1027,0,1,usability,0,"2024-10-11 18:04:49","2024-10-11 18:04:49",
1817,34,4,4,43,i1027,0,1,creative_freedom,0,"2024-10-11 18:04:49","2024-10-11 18:04:49",
1818,47,3,3,19,i1027,0,1,visual_aesthetics,0,"2024-10-11 18:05:08","2024-10-11 18:05:08",
1819,13,3,3,19,i1027,0,1,narratives,0,"2024-10-11 18:05:08","2024-10-11 18:05:08",
1820,8,5,5,19,i1027,0,1,usability,0,"2024-10-11 18:05:08","2024-10-11 18:05:08",
1821,39,5,5,19,i1027,0,1,audio_aesthetics,0,"2024-10-11 18:05:08","2024-10-11 18:05:08",
1822,26,4,4,19,i1027,0,1,enjoyment,0,"2024-10-11 18:05:08","2024-10-11 18:05:08",
1823,36,6,6,32,i1027,0,1,creative_freedom,0,"2024-10-11 18:05:41","2024-10-11 18:05:41",
1824,3,5,5,32,i1027,0,1,usability,0,"2024-10-11 18:05:41","2024-10-11 18:05:41",
1825,1,6,6,32,i1027,0,1,usability,0,"2024-10-11 18:05:41","2024-10-11 18:05:41",
1826,5,5,5,32,i1027,0,1,usability,0,"2024-10-11 18:05:41","2024-10-11 18:05:41",
1827,24,3,3,32,i1027,0,1,play_engrossment,0,"2024-10-11 18:05:41","2024-10-11 18:05:41",
1828,41,6,6,29,i1027,0,1,personal_gratification,0,"2024-10-11 18:06:10","2024-10-11 18:06:10",
1829,12,5,5,29,i1027,0,1,narratives,0,"2024-10-11 18:06:10","2024-10-11 18:06:10",
1830,29,6,6,29,i1027,0,1,enjoyment,0,"2024-10-11 18:06:10","2024-10-11 18:06:10",
1831,32,3,3,29,i1027,0,1,creative_freedom,0,"2024-10-11 18:06:10","2024-10-11 18:06:10",
1832,45,5,5,29,i1027,0,1,personal_gratification,0,"2024-10-11 18:06:10","2024-10-11 18:06:10",
1833,37,4,4,25,i1027,0,1,audio_aesthetics,0,"2024-10-11 18:06:36","2024-10-11 18:06:36",
1834,44,5,5,25,i1027,0,1,personal_gratification,0,"2024-10-11 18:06:36","2024-10-11 18:06:36",
1835,10,5,5,25,i1027,0,1,usability,0,"2024-10-11 18:06:36","2024-10-11 18:06:36",
1836,42,6,6,25,i1027,0,1,personal_gratification,0,"2024-10-11 18:06:36","2024-10-11 18:06:36",
1837,33,4,4,25,i1027,0,1,creative_freedom,0,"2024-10-11 18:06:36","2024-10-11 18:06:36",
1838,11,3,3,28,i1027,0,1,usability,0,"2024-10-11 18:07:04","2024-10-11 18:07:04",
1839,30,4,4,28,i1027,0,1,enjoyment,0,"2024-10-11 18:07:04","2024-10-11 18:07:04",
1840,21,2,2,28,i1027,0,1,play_engrossment,0,"2024-10-11 18:07:04","2024-10-11 18:07:04",
1841,20,2,2,28,i1027,0,1,play_engrossment,0,"2024-10-11 18:07:04","2024-10-11 18:07:04",
1842,16,3,3,28,i1027,0,1,narratives,0,"2024-10-11 18:07:04","2024-10-11 18:07:04",
1843,48,3,3,22,i1027,0,1,visual_aesthetics,0,"2024-10-11 18:07:27","2024-10-11 18:07:27",
1844,19,3,3,22,i1027,0,1,play_engrossment,0,"2024-10-11 18:07:27","2024-10-11 18:07:27",
1845,43,5,5,22,i1027,0,1,personal_gratification,0,"2024-10-11 18:07:27","2024-10-11 18:07:27",
1846,38,4,4,22,i1027,0,1,audio_aesthetics,0,"2024-10-11 18:07:27","2024-10-11 18:07:27",
1847,44,,4,10,i1033,0,1,personal_gratification,0,"2024-10-11 18:16:28","2024-10-11 18:16:28",
1848,5,,4,10,i1033,0,1,usability,0,"2024-10-11 18:16:28","2024-10-11 18:16:28",
1849,4,,4,10,i1033,0,1,usability,0,"2024-10-11 18:16:28","2024-10-11 18:16:28",
1850,46,,4,10,i1033,0,1,personal_gratification,0,"2024-10-11 18:16:28","2024-10-11 18:16:28",
1851,33,,4,10,i1033,0,1,creative_freedom,0,"2024-10-11 18:16:28","2024-10-11 18:16:28",
1852,11,,4,4,i1033,0,1,usability,0,"2024-10-11 18:16:33","2024-10-11 18:16:33",
1853,13,,4,4,i1033,0,1,narratives,0,"2024-10-11 18:16:33","2024-10-11 18:16:33",
1854,36,,4,4,i1033,0,1,creative_freedom,0,"2024-10-11 18:16:33","2024-10-11 18:16:33",
1855,47,,4,4,i1033,0,1,visual_aesthetics,0,"2024-10-11 18:16:33","2024-10-11 18:16:33",
1856,18,,4,4,i1033,0,1,narratives,0,"2024-10-11 18:16:33","2024-10-11 18:16:33",
1857,24,,4,4,i1033,0,1,play_engrossment,0,"2024-10-11 18:16:37","2024-10-11 18:16:37",
1858,31,,4,4,i1033,0,1,creative_freedom,0,"2024-10-11 18:16:37","2024-10-11 18:16:37",
1859,28,,4,4,i1033,0,1,enjoyment,0,"2024-10-11 18:16:37","2024-10-11 18:16:37",
1860,42,,4,4,i1033,0,1,personal_gratification,0,"2024-10-11 18:16:37","2024-10-11 18:16:37",
1861,30,,4,4,i1033,0,1,enjoyment,0,"2024-10-11 18:16:37","2024-10-11 18:16:37",
1862,49,,4,3,i1033,0,1,visual_aesthetics,0,"2024-10-11 18:16:41","2024-10-11 18:16:41",
1863,17,,4,3,i1033,0,1,narratives,0,"2024-10-11 18:16:41","2024-10-11 18:16:41",
