id,item_id,response,score,timeTaken,session_id,theta,sem,trait,skipped,createdTime,updateTime,ability
1880,399,駅,1,16,i417,2.41587225020066,0.457835774938139,kanji,0,"2024-05-06 19:57:18","2024-05-06 19:57:18",
1881,404,haru,1,17,i417,2.44448851866332,0.455013140111114,kanji,0,"2024-05-06 19:57:36","2024-05-06 19:57:36",
1882,332,te-ashi,1,18,i417,2.47155942299558,0.452400436119654,kanji,0,"2024-05-06 19:57:54","2024-05-06 19:57:54",
1883,325,入口,1,34,i417,2.49724396529662,0.449971653207618,kanji,0,"2024-05-06 19:58:30","2024-05-06 19:58:30",
1884,370,cut,1,7,i417,2.52167781292748,0.447705125658731,kanji,0,"2024-05-06 19:58:37","2024-05-06 19:58:37",
1885,397,駅,1,13,i417,2.54497764755807,0.445582639199665,kanji,0,"2024-05-06 19:58:50","2024-05-06 19:58:50",
1886,324,deguchi,1,13,i417,2.5672445471553,0.443588752796745,kanji,0,"2024-05-06 19:59:03","2024-05-06 19:59:03",
1887,279,元気,1,21,i417,2.58856664771077,0.441710276580916,kanji,0,"2024-05-06 19:59:25","2024-05-06 19:59:25",
1888,319,耳,1,8,i417,2.60902126109173,0.439935865153591,kanji,0,"2024-05-06 19:59:34","2024-05-06 19:59:34",
1889,407,夏,1,12,i417,2.62867657702517,0.438255697311859,kanji,0,"2024-05-06 19:59:47","2024-05-06 19:59:47",
1890,346,school,1,12,i417,2.64759304342945,0.436661221301317,kanji,0,"2024-05-06 19:59:59","2024-05-06 19:59:59",
1891,402,spring,1,8,i417,2.6658244953309,0.435144950319832,kanji,0,"2024-05-06 20:00:08","2024-05-06 20:00:08",
1892,300,densha,1,11,i417,2.68341908534991,0.433700296960778,kanji,0,"2024-05-06 20:00:20","2024-05-06 20:00:20",
1893,372,kiru,1,8,i417,2.70042005616439,0.432321438122862,kanji,0,"2024-05-06 20:00:29","2024-05-06 20:00:29",
1894,391,馬,1,10,i417,2.7168663860791,0.431003203971547,kanji,0,"2024-05-06 20:00:40","2024-05-06 20:00:40",
1895,284,mainichi,1,11,i417,2.7327933319071,0.429740986046575,kanji,0,"2024-05-06 20:00:51","2024-05-06 20:00:51",
1896,311,体,1,12,i417,2.74823288815096,0.428530660729394,kanji,0,"2024-05-06 20:01:04","2024-05-06 20:01:04",
1897,268,tsukuru,1,15,i417,2.76321417749989,0.427368525122843,kanji,0,"2024-05-06 20:01:19","2024-05-06 20:01:19",
1898,290,mother,1,7,i417,2.77776378460847,0.426251243029537,kanji,0,"2024-05-06 20:01:27","2024-05-06 20:01:27",
1899,365,見る,1,11,i417,2.79190604276051,0.425175799199303,kanji,0,"2024-05-06 20:01:38","2024-05-06 20:01:38",
1900,389,馬,1,12,i417,2.80566328117701,0.424139460388248,kanji,0,"2024-05-06 20:01:50","2024-05-06 20:01:50",
1901,309,体,1,12,i417,2.8190560392771,0.423139742060794,kanji,0,"2024-05-06 20:02:02","2024-05-06 20:02:02",
1902,375,見学,1,39,i417,2.83210325305179,0.42217437979154,kanji,0,"2024-05-06 20:02:42","2024-05-06 20:02:42",
1903,258,stand,1,9,i417,2.84482241779483,0.421241304601263,kanji,0,"2024-05-06 20:02:51","2024-05-06 20:02:51",
1904,341,先生,1,13,i417,2.85722973069997,0.420338621601902,kanji,0,"2024-05-06 20:03:04","2024-05-06 20:03:04",
1905,412,aki,1,5,i417,2.86934021624125,0.419464591437349,kanji,0,"2024-05-06 20:03:11","2024-05-06 20:03:11",
1906,356,nomu,1,11,i417,2.88116783677154,0.418617614096661,kanji,0,"2024-05-06 20:03:22","2024-05-06 20:03:22",
1907,413,冬,1,15,i417,2.8927255903823,0.417796214748655,kanji,0,"2024-05-06 20:03:38","2024-05-06 20:03:38",
1908,364,au,1,11,i417,2.9040255977454,0.416999031305529,kanji,0,"2024-05-06 20:03:50","2024-05-06 20:03:50",
1909,394,coach,1,31,i417,2.91507917939262,0.416224803470946,kanji,0,"2024-05-06 20:04:21","2024-05-06 20:04:21",
1910,292,haha,1,4,i417,2.92589692466923,0.415472363067083,kanji,0,"2024-05-06 20:04:25","2024-05-06 20:04:25",
1911,354,drink,1,5,i417,2.93648875341517,0.4147406254674,kanji,0,"2024-05-06 20:04:30","2024-05-06 20:04:30",
1912,271,住む,1,18,i417,2.9468639712753,0.41402858198838,kanji,0,"2024-05-06 20:04:50","2024-05-06 20:04:50",
1913,362,meet,1,8,i417,2.95703131941235,0.413335293115593,kanji,0,"2024-05-06 20:04:59","2024-05-06 20:04:59",
1914,343,先生,1,11,i417,2.96699901928883,0.412659882457758,kanji,0,"2024-05-06 20:05:10","2024-05-06 20:05:10",
1915,314,eye,1,4,i417,2.97677481309342,0.412001531337861,kanji,0,"2024-05-06 20:05:14","2024-05-06 20:05:14",
1916,327,入口,1,16,i417,2.98636600031058,0.411359473943256,kanji,0,"2024-05-06 20:05:32","2024-05-06 20:05:32",
1917,373,見学,1,27,i417,2.99577947086651,0.410732992967534,kanji,0,"2024-05-06 20:05:59","2024-05-06 20:05:59",
1918,410,autumn,1,8,i417,3.00502173522929,0.410121415686109,kanji,0,"2024-05-06 20:06:07","2024-05-06 20:06:07",
1919,317,耳,1,9,i417,3.01409895179282,0.40952411041527,kanji,0,"2024-05-06 20:06:16","2024-05-06 20:06:16",
1920,335,寺,1,12,i417,3.02301695183352,0.408940483311037,kanji,0,"2024-05-06 20:06:28","2024-05-06 20:06:28",
1921,263,使う,1,24,i417,3.03178126229371,0.408369975469822,kanji,0,"2024-05-06 20:06:53","2024-05-06 20:06:53",
1922,293,友だち,1,32,i417,3.04039712661455,0.407812060297717,kanji,0,"2024-05-06 20:07:26","2024-05-06 20:07:26",
1923,285,父,1,9,i417,3.048869523816,0.407266241119395,kanji,0,"2024-05-06 20:07:35","2024-05-06 20:07:35",
1924,295,友だち,1,22,i417,3.05720318599744,0.40673204900114,kanji,0,"2024-05-06 20:07:57","2024-05-06 20:07:57",
1925,330,"hands and feet",1,4,i417,3.06540261441372,0.406209040765648,kanji,0,"2024-05-06 20:08:02","2024-05-06 20:08:02",
1926,349,食べる,1,13,i417,3.07347209426324,0.405696797178863,kanji,0,"2024-05-06 20:08:16","2024-05-06 20:08:16",
1927,388,denwa,1,7,i417,3.08141570831023,0.40519492129144,kanji,0,"2024-05-06 20:08:24","2024-05-06 20:08:24",
1928,367,見る,1,3,i417,3.08923734944955,0.404703036919433,kanji,0,"2024-05-06 20:08:28","2024-05-06 20:08:28",
1929,260,tatsu,1,12,i417,3.09694073231131,0.404220787250554,kanji,0,"2024-05-06 20:08:41","2024-05-06 20:08:41",
1930,322,exit,1,5,i417,3.10452940399183,0.403747833563856,kanji,0,"2024-05-06 20:08:46","2024-05-06 20:08:46",
1931,333,寺,1,22,i417,3.11200675398882,0.403283854052069,kanji,0,"2024-05-06 20:09:10","2024-05-06 20:09:10",
1932,415,冬,1,13,i417,3.11937602341054,0.402828542736944,kanji,0,"2024-05-06 20:09:23","2024-05-06 20:09:23",
1933,269,住む,1,11,i417,3.12664031352172,0.402381608469028,kanji,0,"2024-05-06 20:09:35","2024-05-06 20:09:35",
1934,303,白い,1,27,i417,3.13380259368276,0.401942774004161,kanji,0,"2024-05-06 20:10:02","2024-05-06 20:10:02",
1935,306,bright,1,19,i417,3.14086570873313,0.401511775149821,kanji,0,"2024-05-06 20:10:21","2024-05-06 20:10:21",
1936,261,使う,1,18,i417,3.14783238586508,0.401088359975128,kanji,0,"2024-05-06 20:10:39","2024-05-06 20:10:39",
1937,340,gakusei,1,11,i417,3.15470524102936,0.400672288078944,kanji,0,"2024-05-06 20:10:50","2024-05-06 20:10:50",
1938,380,taisetsu,1,10,i417,3.16148058292218,0.400261645382016,kanji,0,"2024-05-06 20:11:00","2024-05-06 20:11:00",
1939,277,元気,1,16,i417,3.16817313100695,0.399859555757507,kanji,0,"2024-05-06 20:11:17","2024-05-06 20:11:17",
1940,287,父,1,7,i417,3.17477909898971,0.399464151841919,kanji,0,"2024-05-06 20:11:25","2024-05-06 20:11:25",
1941,405,夏,1,3,i417,3.18130071391043,0.399075233060412,kanji,0,"2024-05-06 20:11:29","2024-05-06 20:11:29",
1942,351,食べる,1,28,i417,3.18774011777423,0.398692607419008,kanji,0,"2024-05-06 20:11:58","2024-05-06 20:11:58",
1943,348,gakkou,1,14,i417,3.19409937183061,0.398316091031633,kanji,0,"2024-05-06 20:12:12","2024-05-06 20:12:12",
1944,133,来週,1,30,i417,3.19527503358129,0.398239059547604,kanji,0,"2024-05-06 20:12:44","2024-05-06 20:12:44",
1945,148,ikikata,1,27,i417,3.19644790821363,0.398162305576791,kanji,0,"2024-05-06 20:13:12","2024-05-06 20:13:12",
1946,159,水曜日,1,20,i417,3.19761800935625,0.398085827239545,kanji,0,"2024-05-06 20:13:33","2024-05-06 20:13:33",
1947,106,China,1,4,i417,3.19878535053552,0.398009622674641,kanji,0,"2024-05-06 20:13:38","2024-05-06 20:13:38",
1948,132,kongetsu,1,19,i417,3.19994994517663,0.397933690039049,kanji,0,"2024-05-06 20:13:58","2024-05-06 20:13:58",
1949,231,火,1,13,i417,3.20111180660465,0.397858027507707,kanji,0,"2024-05-06 20:14:11","2024-05-06 20:14:11",
1950,162,Thursday,1,10,i417,3.20227094804551,0.397782633273299,kanji,0,"2024-05-06 20:14:22","2024-05-06 20:14:22",
1951,146,route,1,9,i417,3.20342738262706,0.39770750554603,kanji,0,"2024-05-06 20:14:32","2024-05-06 20:14:32",
1952,181,多い,1,21,i417,3.20458112338006,0.397632642553414,kanji,0,"2024-05-06 20:14:53","2024-05-06 20:14:53",
1953,108,chuugoku,1,9,i417,3.20573218323912,0.397558042540057,kanji,0,"2024-05-06 20:15:02","2024-05-06 20:15:02",
1954,189,少ない,1,19,i417,3.20688057504372,0.397483703767441,kanji,0,"2024-05-06 20:15:23","2024-05-06 20:15:23",
1955,175,休日,1,20,i417,3.20802631153914,0.397409624513721,kanji,0,"2024-05-06 20:15:44","2024-05-06 20:15:44",
1956,236,mizu,1,19,i417,3.20916940537742,0.397335803073518,kanji,0,"2024-05-06 20:16:03","2024-05-06 20:16:03",
1957,218,"heavy rain",1,9,i417,3.21030986911825,0.397262237757712,kanji,0,"2024-05-06 20:16:14","2024-05-06 20:16:14",
1958,156,kayoubi,1,9,i417,3.21144771522994,0.397188926893246,kanji,0,"2024-05-06 20:16:23","2024-05-06 20:16:23",
1959,143,小犬,1,14,i417,3.21258295609028,0.397115868822926,kanji,0,"2024-05-06 20:16:38","2024-05-06 20:16:38",
1960,172,doyoubi,1,18,i417,3.21371560398746,0.397043061905228,kanji,0,"2024-05-06 20:16:56","2024-05-06 20:16:56",
1961,170,Saturday,1,5,i417,3.21484567112095,0.396970504514103,kanji,0,"2024-05-06 20:17:03","2024-05-06 20:17:03",
1962,180,yasumi,1,13,i417,3.21597316960234,0.396898195038795,kanji,0,"2024-05-06 20:17:17","2024-05-06 20:17:17",
1963,114,mountain,1,3,i417,3.21709811145625,0.396826131883648,kanji,0,"2024-05-06 20:17:20","2024-05-06 20:17:20",
1964,220,ooame,1,8,i417,3.21822050862112,0.396754313467922,kanji,0,"2024-05-06 20:17:28","2024-05-06 20:17:28",
1965,109,外国,1,19,i417,3.2193403729501,0.396682738225616,kanji,0,"2024-05-06 20:17:48","2024-05-06 20:17:48",
1966,213,名前,1,9,i417,3.22045771621184,0.396611404605292,kanji,0,"2024-05-06 20:17:58","2024-05-06 20:17:58",
1967,186,small,1,23,i417,3.22157255009131,0.396540311069891,kanji,0,"2024-05-06 20:18:22","2024-05-06 20:18:22",
1968,204,tenki,1,16,i417,3.22268488619064,0.396469456096564,kanji,0,"2024-05-06 20:18:39","2024-05-06 20:18:39",
1969,124,otokonoko,1,16,i417,3.22379473602987,0.396398838176504,kanji,0,"2024-05-06 20:18:56","2024-05-06 20:18:56",
1970,178,rest,1,8,i417,3.22490211104776,0.396328455814775,kanji,0,"2024-05-06 20:19:05","2024-05-06 20:19:05",
1971,253,男女,1,8,i417,3.22600702260257,0.396258307530143,kanji,0,"2024-05-06 20:19:14","2024-05-06 20:19:14",
1972,194,"more or less",1,24,i417,3.2271094819728,0.396188391854919,kanji,0,"2024-05-06 20:19:38","2024-05-06 20:19:38",
1973,149,時間,1,15,i417,3.22820950035799,0.396118707334796,kanji,0,"2024-05-06 20:19:54","2024-05-06 20:19:54",
1974,197,近い,1,20,i417,3.22930708887944,0.396049252528686,kanji,0,"2024-05-06 20:20:16","2024-05-06 20:20:16",
1975,100,migiue,1,18,i417,3.23040225858094,0.395980026008569,kanji,0,"2024-05-06 20:20:34","2024-05-06 20:20:34",
1976,226,now,1,6,i417,3.23149502042954,0.395911026359335,kanji,0,"2024-05-06 20:20:40","2024-05-06 20:20:40",
1977,130,"this month",1,24,i417,3.23258538531622,0.395842252178634,kanji,0,"2024-05-06 20:21:04","2024-05-06 20:21:04",
1978,202,weather,1,5,i417,3.23367336405666,0.395773702076727,kanji,0,"2024-05-06 20:21:10","2024-05-06 20:21:10",
1979,252,jouge,1,12,i417,3.2347589673919,0.395705374676335,kanji,0,"2024-05-06 20:21:22","2024-05-06 20:21:22",
1980,183,多い,1,13,i417,3.23584220598904,0.395637268612497,kanji,0,"2024-05-06 20:21:37","2024-05-06 20:21:37",
1981,103,左下,1,18,i417,3.23692309044196,0.395569382532425,kanji,0,"2024-05-06 20:21:55","2024-05-06 20:21:55",
1982,127,女の子,1,6,i417,3.23800163127196,0.395501715095364,kanji,0,"2024-05-06 20:22:02","2024-05-06 20:22:02",
1983,242,outside,1,6,i417,3.23907783892848,0.395434264972446,kanji,0,"2024-05-06 20:22:09","2024-05-06 20:22:09",
1984,135,来週,1,40,i417,3.2401517237897,0.395367030846564,kanji,0,"2024-05-06 20:22:50","2024-05-06 20:22:50",
1985,191,少ない,1,29,i417,3.24122329616325,0.395300011412228,kanji,0,"2024-05-06 20:23:19","2024-05-06 20:23:19",
1986,167,金曜日,1,19,i417,3.24229256628685,0.395233205375432,kanji,0,"2024-05-06 20:23:39","2024-05-06 20:23:39",
1987,234,water,1,5,i417,3.24335954432893,0.395166611453527,kanji,0,"2024-05-06 20:23:44","2024-05-06 20:23:44",
1988,164,,,7,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:23:52","2024-05-06 20:23:52",
1989,205,,,2,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:23:55","2024-05-06 20:23:55",
1990,212,,,3,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:23:58","2024-05-06 20:23:58",
1991,111,,,5,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:03","2024-05-06 20:24:03",
1992,210,,,2,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:07","2024-05-06 20:24:07",
1993,157,,,2,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:09","2024-05-06 20:24:09",
1994,122,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:11","2024-05-06 20:24:11",
1995,141,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:13","2024-05-06 20:24:13",
1996,117,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:14","2024-05-06 20:24:14",
1997,250,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:16","2024-05-06 20:24:16",
1998,223,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:18","2024-05-06 20:24:18",
1999,244,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:19","2024-05-06 20:24:19",
2000,188,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:21","2024-05-06 20:24:21",
2001,101,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:22","2024-05-06 20:24:22",
2002,207,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:23","2024-05-06 20:24:23",
2003,116,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:25","2024-05-06 20:24:25",
2004,221,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:27","2024-05-06 20:24:27",
2005,165,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:28","2024-05-06 20:24:28",
2006,237,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:29","2024-05-06 20:24:29",
2007,138,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:31","2024-05-06 20:24:31",
2008,247,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:32","2024-05-06 20:24:32",
2009,228,,,0,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:33","2024-05-06 20:24:33",
2010,151,,,1,i417,3.24335954432893,0.395166611453527,kanji,1,"2024-05-06 20:24:35","2024-05-06 20:24:35",
2011,229,,0,0,i417,3.01865335688734,0.337288163523645,kanji,0,"2024-05-06 20:24:36","2024-05-06 20:24:36",
2012,125,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:37","2024-05-06 20:24:37",
2013,119,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:39","2024-05-06 20:24:39",
2014,199,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:40","2024-05-06 20:24:40",
2015,140,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:41","2024-05-06 20:24:41",
2016,173,,,0,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:43","2024-05-06 20:24:43",
2017,196,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:44","2024-05-06 20:24:44",
2018,255,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:45","2024-05-06 20:24:45",
2019,215,,,0,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:47","2024-05-06 20:24:47",
2020,154,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:48","2024-05-06 20:24:48",
2021,245,,,0,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:50","2024-05-06 20:24:50",
2022,239,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:52","2024-05-06 20:24:52",
2023,68,,,0,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:53","2024-05-06 20:24:53",
2024,58,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:54","2024-05-06 20:24:54",
2025,52,,,0,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:56","2024-05-06 20:24:56",
2026,20,,,0,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:57","2024-05-06 20:24:57",
2027,87,,,1,i417,3.01865335688734,0.337288163523645,kanji,1,"2024-05-06 20:24:58","2024-05-06 20:24:58",
2028,71,,0,1,i417,2.84805669543663,0.298583863824771,kanji,0,"2024-05-06 20:25:00","2024-05-06 20:25:00",
2029,146,route,1,8,i420,0.505643029131394,0.789606833742505,kanji,0,"2024-05-06 20:35:37","2024-05-06 20:35:37",
2030,346,school,1,9,i420,1.05394273900236,0.694231029602226,kanji,0,"2024-05-06 20:35:47","2024-05-06 20:35:47",
2031,330,"hands and feet",1,6,i420,1.35557214231082,0.625107528695982,kanji,0,"2024-05-06 20:35:53","2024-05-06 20:35:53",
2032,266,use,0,16,i420,1.03182790639726,0.532293443719364,kanji,0,"2024-05-06 20:36:11","2024-05-06 20:36:11",
2033,300,densha,1,6,i420,1.23014459817366,0.495987221534377,kanji,0,"2024-05-06 20:36:17","2024-05-06 20:36:17",
2034,282,everyday,1,5,i420,1.37812119354478,0.471683352732048,kanji,0,"2024-05-06 20:36:23","2024-05-06 20:36:23",
2035,319,耳,1,7,i420,1.49531737658131,0.454333167671842,kanji,0,"2024-05-06 20:36:31","2024-05-06 20:36:31",
2036,274,know,1,10,i420,1.59198599303182,0.441282489590218,kanji,0,"2024-05-06 20:36:41","2024-05-06 20:36:41",
2037,351,食べる,1,5,i420,1.67407887118065,0.431058494951776,kanji,0,"2024-05-06 20:36:46","2024-05-06 20:36:46",
2038,396,basha,1,16,i420,1.74536887686029,0.422797569611998,kanji,0,"2024-05-06 20:37:02","2024-05-06 20:37:02",
2039,383,話す,1,6,i420,1.80832946056088,0.415954781286722,kanji,0,"2024-05-06 20:37:08","2024-05-06 20:37:08",
2040,317,耳,1,4,i420,1.86464126720047,0.410164542278334,kanji,0,"2024-05-06 20:37:12","2024-05-06 20:37:12",
2041,306,bright,1,7,i420,1.91560927234477,0.40519276270373,kanji,0,"2024-05-06 20:37:20","2024-05-06 20:37:20",
2042,399,駅,1,4,i420,1.96212701494676,0.400860095095118,kanji,0,"2024-05-06 20:37:25","2024-05-06 20:37:25",
2043,335,寺,1,4,i420,2.00490817453853,0.39704130367914,kanji,0,"2024-05-06 20:37:29","2024-05-06 20:37:29",
2044,332,taisetsu,0,40,i420,1.81039339436955,0.351503709412,kanji,0,"2024-05-06 20:38:10","2024-05-06 20:38:10",
2045,343,先生,1,5,i420,1.85111500466415,0.348276071206875,kanji,0,"2024-05-06 20:38:15","2024-05-06 20:38:15",
2046,277,元気,1,15,i420,1.88905243791856,0.345398323678571,kanji,0,"2024-05-06 20:38:32","2024-05-06 20:38:32",
2047,410,autumn,1,8,i420,1.9245349202013,0.342808987171444,kanji,0,"2024-05-06 20:38:40","2024-05-06 20:38:40",
2048,413,冬,1,3,i420,1.95785913494696,0.340463605000557,kanji,0,"2024-05-06 20:38:44","2024-05-06 20:38:44",
2049,372,kiru,1,11,i420,1.98927108024382,0.338326562204901,kanji,0,"2024-05-06 20:38:55","2024-05-06 20:38:55",
2050,285,父,1,5,i420,2.01897722343554,0.336369018313908,kanji,0,"2024-05-06 20:39:00","2024-05-06 20:39:00",
2051,389,馬,1,4,i420,2.04715248408519,0.334567352724532,kanji,0,"2024-05-06 20:39:05","2024-05-06 20:39:05",
2052,261,作る,0,7,i420,1.90224315151606,0.304193248965497,kanji,0,"2024-05-06 20:39:12","2024-05-06 20:39:12",
2053,381,話す,1,3,i420,1.92947924501689,0.302567826110478,kanji,0,"2024-05-06 20:39:17","2024-05-06 20:39:17",
2054,260,tatsu,1,3,i420,1.95544423844191,0.301063959026835,kanji,0,"2024-05-06 20:39:21","2024-05-06 20:39:21",
2055,311,体,1,3,i420,1.98025094166583,0.29966753659999,kanji,0,"2024-05-06 20:39:25","2024-05-06 20:39:25",
2056,322,exit,1,4,i420,2.003997863708,0.298366598221831,kanji,0,"2024-05-06 20:39:29","2024-05-06 20:39:29",
2057,271,住む,1,6,i420,2.02677151522627,0.297150934630728,kanji,0,"2024-05-06 20:39:36","2024-05-06 20:39:36",
2058,405,夏,1,4,i420,2.04864826829168,0.296011774873061,kanji,0,"2024-05-06 20:39:40","2024-05-06 20:39:40",
2059,295,友だち,1,5,i420,2.06969587172628,0.294941538502318,kanji,0,"2024-05-06 20:39:46","2024-05-06 20:39:46",
2060,365,見る,1,4,i420,2.08991366045601,0.293923460285385,kanji,0,"2024-05-06 20:39:50","2024-05-06 20:39:50",
2061,412,aki,1,3,i420,2.10947772563009,0.292972061669692,kanji,0,"2024-05-06 20:39:55","2024-05-06 20:39:55",
2062,388,denwa,1,5,i420,2.12837556097571,0.292072198577769,kanji,0,"2024-05-06 20:40:01","2024-05-06 20:40:01",
2063,415,冬,1,2,i420,2.14665092170299,0.291219418227689,kanji,0,"2024-05-06 20:40:04","2024-05-06 20:40:04",
2064,404,haru,1,4,i420,2.16433389646332,0.290408150797812,kanji,0,"2024-05-06 20:40:08","2024-05-06 20:40:08",
2065,373,見学,1,10,i420,2.1814693849808,0.289636411967927,kanji,0,"2024-05-06 20:40:19","2024-05-06 20:40:19",
2066,298,train,1,6,i420,2.19809018265794,0.288901093019638,kanji,0,"2024-05-06 20:40:25","2024-05-06 20:40:25",
2067,293,友だち,1,3,i420,2.21422621182109,0.28819940932384,kanji,0,"2024-05-06 20:40:29","2024-05-06 20:40:29",
2068,333,寺,1,2,i420,2.22990486648453,0.287528861833933,kanji,0,"2024-05-06 20:40:32","2024-05-06 20:40:32",
2069,301,白い,1,6,i420,2.24515128871548,0.286887200903617,kanji,0,"2024-05-06 20:40:38","2024-05-06 20:40:38",
2070,324,deguchi,1,6,i420,2.2599886083193,0.286272395507,kanji,0,"2024-05-06 20:40:45","2024-05-06 20:40:45",
2071,268,tsukuru,1,5,i420,2.27443815152537,0.285682606939281,kanji,0,"2024-05-06 20:40:51","2024-05-06 20:40:51",
2072,287,父,1,12,i420,2.28851962335512,0.285116166252131,kanji,0,"2024-05-06 20:41:04","2024-05-06 20:41:04",
2073,386,telephone,1,6,i420,2.30225126755045,0.284571554816803,kanji,0,"2024-05-06 20:41:10","2024-05-06 20:41:10",
2074,290,mother,1,5,i420,2.31565000729086,0.284047387518463,kanji,0,"2024-05-06 20:41:15","2024-05-06 20:41:15",
2075,394,coach,1,12,i420,2.32873156939936,0.283542398173533,kanji,0,"2024-05-06 20:41:27","2024-05-06 20:41:27",
2076,349,食べる,1,4,i420,2.34151059430512,0.283055426832827,kanji,0,"2024-05-06 20:41:31","2024-05-06 20:41:31",
